Date,price,bac,meta,msft,spx,amd,crm
03/08/2023,152.87,32.56,184.97,253.7,3992.01,85.37,182.95
03/07/2023,151.6,33.0,184.51,254.15,3986.37,82.11,183.32
03/06/2023,153.83,34.09,184.9,256.87,4048.42,81.16,183.8
03/03/2023,151.03,34.16,185.25,255.29,4045.64,81.52,186.43
03/02/2023,145.91,33.49,174.53,251.11,3981.35,80.44,186.59
03/01/2023,145.31,34.14,173.42,246.27,3951.39,78.29,167.35
02/28/2023,147.41,34.3,174.94,249.42,3970.15,78.58,163.61
02/27/2023,147.92,34.21,169.54,250.16,3982.24,78.77,163.14
02/24/2023,146.71,34.21,170.39,249.22,3970.04,78.09,162.2
02/23/2023,149.4,34.26,172.04,254.77,4012.32,79.75,164.12
02/22/2023,148.91,34.29,171.12,251.51,3991.05,76.61,163.36
02/21/2023,148.48,34.52,172.08,252.67,3997.34,76.77,161.62
02/17/2023,152.55,35.35,172.88,258.06,4079.09,78.5,165.17
02/16/2023,153.71,35.28,172.44,262.15,4090.41,80.08,168.11
02/15/2023,155.33,35.56,177.16,269.32,4147.6,85.18,171.1
02/14/2023,153.2,35.62,179.48,272.17,4136.13,85.95,169.96
02/13/2023,153.85,35.65,179.43,271.32,4137.29,83.13,171.08
02/10/2023,151.01,35.58,174.15,263.1,4090.46,81.48,167.03
02/09/2023,150.87,35.72,177.92,263.62,4081.5,83.21,173.66
02/08/2023,151.92,36.5,183.43,266.73,4117.86,84.69,169.63
02/07/2023,154.65,36.77,191.62,267.56,4164.0,85.91,171.28
02/06/2023,151.73,36.37,186.06,256.77,4111.08,83.68,169.05
02/03/2023,154.5,36.43,186.53,258.35,4136.48,86.09,171.04
02/02/2023,150.82,36.13,188.77,264.6,4179.76,88.31,174.64
02/01/2023,145.43,35.92,153.12,252.75,4119.21,84.64,171.82
01/31/2023,144.29,35.48,148.97,247.81,4076.6,75.15,167.97
01/30/2023,143.0,35.3,147.06,242.71,4017.77,72.45,164.75
01/27/2023,145.93,35.45,151.74,248.16,4070.56,75.4,164.52
01/26/2023,143.96,35.34,147.3,248.0,4060.43,75.16,165.09
01/25/2023,141.86,34.87,141.5,240.61,4016.22,74.91,156.17
01/24/2023,142.53,34.57,143.14,242.04,4016.95,74.7,154.86
01/23/2023,141.11,34.32,143.27,242.58,4019.81,76.53,155.87
01/20/2023,137.87,33.85,139.37,240.22,3972.61,70.07,151.25
01/19/2023,135.27,33.23,136.15,231.93,3898.85,67.71,146.41
01/18/2023,135.21,33.72,133.02,235.81,3928.86,70.53,145.45
01/17/2023,135.94,34.52,135.36,240.35,3990.97,71.59,148.47
01/13/2023,134.76,35.23,136.98,239.23,3999.09,71.0,149.51
01/12/2023,133.41,34.47,136.71,238.51,3983.17,70.8,149.6
01/11/2023,133.49,34.38,132.89,235.77,3969.61,69.06,144.9
01/10/2023,130.73,34.12,132.99,228.85,3919.25,68.05,147.44
01/09/2023,130.15,33.89,129.47,227.12,3892.09,67.24,147.1
01/06/2023,129.62,34.41,130.02,224.93,3895.08,63.96,140.51
01/05/2023,125.02,34.07,126.94,222.31,3808.1,62.33,136.34
01/04/2023,126.36,34.14,127.37,229.1,3852.97,64.66,139.59
01/03/2023,125.07,33.51,124.74,239.58,3824.14,64.02,134.78
12/30/2022,129.93,33.12,120.34,239.82,3839.5,64.77,132.59
12/29/2022,129.61,33.14,120.26,241.01,3849.28,64.82,132.54
12/28/2022,126.04,32.77,115.62,234.53,3783.22,62.57,128.47
12/27/2022,130.03,32.53,116.88,236.96,3829.25,63.27,130.66
12/23/2022,131.86,32.47,118.04,238.73,3844.82,64.52,129.44
12/22/2022,132.23,32.39,117.12,238.19,3822.39,63.86,129.19
12/21/2022,135.45,32.68,119.76,244.43,3878.44,67.68,130.3
12/20/2022,132.3,32.19,117.09,241.8,3821.62,65.05,128.45
12/19/2022,132.37,32.06,114.48,240.45,3817.66,64.59,129.01
12/16/2022,134.51,31.7,119.43,244.69,3852.36,65.41,128.27
12/15/2022,136.5,31.77,116.15,249.01,3895.75,66.53,130.44
12/14/2022,143.21,32.28,121.59,257.22,3995.32,68.93,134.75
12/13/2022,145.47,32.75,120.15,256.92,4019.65,71.65,135.62
12/12/2022,144.49,32.73,114.71,252.51,3990.56,70.67,133.11
12/09/2022,142.16,32.38,115.9,245.42,3934.38,68.59,131.11
12/08/2022,142.65,32.44,115.33,247.4,3963.51,70.47,130.13
12/07/2022,140.94,32.74,113.93,244.37,3933.92,70.14,130.48
12/06/2022,142.91,33.0,114.12,245.12,3941.26,70.27,133.27
12/05/2022,146.63,34.47,122.43,250.2,3998.84,73.62,133.93
12/02/2022,147.81,36.08,123.49,255.02,4071.7,74.98,144.56
12/01/2022,148.31,36.55,120.44,254.69,4076.57,77.48,147.0
11/30/2022,148.03,37.85,118.1,255.14,4080.11,77.63,160.25
11/29/2022,141.17,37.0,109.46,240.33,3957.63,73.39,151.68
11/28/2022,144.22,36.86,108.78,241.76,3963.94,73.19,153.69
11/25/2022,148.11,37.7,111.41,247.49,4026.12,75.14,153.35
11/23/2022,151.07,37.61,112.24,247.58,4027.26,76.4,152.24
11/22/2022,150.18,37.49,111.44,245.03,4003.58,75.25,149.25
11/21/2022,148.01,37.31,109.86,242.05,3949.94,72.46,144.85
11/18/2022,151.29,37.19,112.05,241.22,3965.34,73.57,148.04
11/17/2022,150.72,37.17,111.45,241.68,3946.56,73.9,149.69
11/16/2022,148.79,37.36,113.23,241.73,3958.79,72.7,155.12
11/15/2022,150.04,37.7,117.08,241.97,3991.73,76.37,162.07
11/14/2022,148.28,37.76,114.22,241.55,3957.25,73.53,158.66
11/11/2022,149.7,38.41,113.02,247.11,3992.93,72.37,157.73
11/10/2022,146.87,38.13,111.87,242.98,3956.37,68.47,156.3
11/09/2022,134.87,36.52,101.47,224.51,3748.57,59.92,142.06
11/08/2022,139.5,37.11,96.47,228.87,3828.11,63.85,147.1
11/07/2022,138.92,37.01,96.72,227.87,3806.8,63.08,144.59
11/04/2022,138.38,36.79,90.79,221.39,3770.55,62.19,139.77
11/03/2022,138.88,35.89,88.91,214.25,3719.89,60.11,146.33
11/02/2022,145.03,36.09,90.54,220.1,3759.69,58.63,150.01
11/01/2022,150.65,36.2,95.2,228.17,3856.1,59.66,159.82
10/31/2022,153.34,36.04,93.16,232.13,3871.98,60.06,162.59
10/28/2022,155.74,36.18,99.2,235.87,3901.06,62.01,163.02
10/27/2022,144.8,35.87,97.94,226.75,3807.3,58.6,159.75
10/26/2022,149.35,35.7,129.82,231.32,3830.6,59.73,159.91
10/25/2022,152.34,35.39,137.51,250.66,3859.11,61.47,165.27
10/24/2022,149.45,35.07,129.72,247.25,3797.34,58.7,160.65
10/21/2022,147.27,34.95,130.01,242.12,3752.75,58.82,160.17
10/20/2022,143.39,33.7,131.53,236.15,3665.78,57.77,157.5
10/19/2022,143.86,33.92,133.23,236.48,3695.16,57.23,153.67
10/18/2022,143.75,34.88,132.8,238.5,3719.98,57.92,153.53
10/17/2022,142.41,33.62,134.04,237.53,3677.95,57.96,147.18
10/14/2022,138.38,31.7,126.76,228.56,3583.07,55.94,142.22
10/13/2022,142.99,31.69,130.29,234.24,3669.91,58.94,145.44
10/12/2022,138.34,29.86,127.5,225.75,3577.03,57.85,142.29
10/11/2022,138.98,29.77,128.54,225.41,3588.84,57.63,142.57
10/10/2022,140.42,30.66,133.79,229.25,3612.39,57.81,145.64
10/07/2022,140.09,30.75,133.45,234.24,3639.66,58.44,150.29
10/06/2022,145.43,31.46,139.07,246.79,3744.52,67.85,155.46
10/05/2022,146.4,31.92,138.98,249.2,3783.28,67.94,156.23
10/04/2022,146.1,32.38,140.28,248.88,3790.93,67.9,155.73
10/03/2022,142.45,31.09,138.61,240.74,3678.43,66.11,147.9
09/30/2022,138.2,30.2,135.68,232.9,3585.62,63.36,143.84
09/29/2022,142.48,30.66,136.41,237.5,3640.47,64.14,146.81
09/28/2022,149.84,31.07,141.61,241.07,3719.04,68.36,150.17
09/27/2022,151.76,30.57,134.4,236.41,3647.29,67.17,148.89
09/26/2022,150.77,31.03,136.37,237.45,3655.04,66.3,146.32
09/23/2022,150.43,31.73,140.41,237.92,3693.23,67.96,147.01
09/22/2022,152.74,32.5,142.82,240.98,3757.99,69.5,150.15
09/21/2022,153.72,33.15,142.12,238.95,3789.93,74.48,147.63
09/20/2022,156.9,34.17,146.09,242.45,3855.93,75.25,149.8
09/19/2022,154.48,34.69,148.02,244.52,3899.89,76.77,152.83
09/16/2022,150.7,34.12,146.29,244.74,3873.33,76.51,151.51
09/15/2022,152.37,34.51,149.55,245.38,3901.35,76.66,154.78
09/14/2022,155.31,33.87,151.47,252.22,3946.01,77.45,160.28
09/13/2022,153.84,34.0,153.13,251.99,3932.69,77.03,158.1
09/12/2022,163.43,35.27,168.96,266.65,4110.41,84.64,165.63
09/09/2022,157.37,34.94,169.15,264.46,4067.36,85.45,162.59
09/08/2022,154.46,34.65,162.06,258.52,4006.18,82.78,156.9
09/07/2022,155.96,33.57,160.39,258.09,3979.87,79.61,153.28
09/06/2022,154.53,33.06,158.54,253.25,3908.19,78.72,151.72
09/02/2022,155.81,33.43,160.32,256.06,3924.26,80.24,153.69
09/01/2022,157.96,33.47,165.36,260.4,3966.85,82.33,153.53
08/31/2022,157.22,33.61,162.93,261.47,3955.0,84.87,156.12
08/30/2022,158.91,34.09,157.16,262.97,3986.16,86.94,159.67
08/29/2022,161.38,33.9,159.17,265.23,4030.61,88.49,160.21
08/26/2022,163.62,34.03,161.78,268.09,4057.66,91.18,165.23
08/25/2022,170.03,35.14,168.78,278.85,4199.12,97.18,173.91
08/24/2022,167.53,34.52,163.26,275.79,4140.77,92.73,180.01
08/23/2022,167.23,34.41,161.11,276.44,4128.73,92.49,176.0
08/22/2022,167.57,34.72,163.05,277.75,4137.99,92.84,176.98
08/19/2022,171.52,35.48,167.96,286.15,4228.48,95.95,183.77
08/18/2022,174.15,36.28,174.66,290.17,4283.74,100.44,187.93
08/17/2022,174.55,36.41,174.85,291.32,4274.04,98.27,187.96
08/16/2022,173.03,36.64,179.47,292.71,4305.2,100.2,189.59
08/15/2022,173.19,36.25,180.89,293.47,4297.14,101.01,191.06
08/12/2022,172.1,36.3,180.5,291.91,4280.15,100.83,189.89
08/11/2022,168.49,35.91,177.49,287.02,4207.27,98.12,186.73
08/10/2022,169.24,35.07,178.34,289.16,4210.24,99.05,188.61
08/09/2022,164.92,33.92,168.53,282.3,4122.47,95.54,182.24
08/08/2022,164.87,33.49,170.25,280.32,4140.06,100.07,189.75
08/05/2022,165.35,33.96,167.11,282.91,4145.19,102.31,190.17
08/04/2022,165.81,33.4,170.57,283.65,4151.94,103.91,191.27
08/03/2022,166.13,33.64,168.8,282.47,4155.17,98.09,189.65
08/02/2022,160.01,33.04,160.19,274.82,4091.19,99.29,183.79
08/01/2022,161.51,33.71,159.93,278.01,4118.63,96.78,182.98
07/29/2022,162.51,33.81,159.1,280.74,4130.29,94.47,184.02
07/28/2022,157.35,33.32,160.72,276.41,4072.43,91.67,181.29
07/27/2022,156.79,33.59,169.58,268.74,4023.61,89.82,180.3
07/26/2022,151.6,33.05,159.15,251.9,3921.05,85.25,170.46
07/25/2022,152.95,33.73,166.65,258.83,3966.84,87.54,177.29
07/22/2022,154.09,33.43,169.27,260.36,3961.63,88.1,182.47
07/21/2022,155.35,33.65,183.17,264.84,3998.95,91.09,185.35
07/20/2022,153.04,33.36,183.09,262.27,3959.9,89.43,182.45
07/19/2022,151.0,33.35,175.78,259.53,3936.69,85.88,173.81
07/18/2022,147.07,32.26,167.23,254.25,3830.85,81.43,167.89
07/15/2022,150.17,32.25,164.7,256.72,3863.16,81.11,167.38
07/14/2022,148.47,30.13,158.05,254.08,3790.38,78.6,161.04
07/13/2022,145.49,30.84,163.49,252.72,3801.78,77.52,163.49
07/12/2022,145.86,31.36,163.27,253.67,3818.8,76.36,166.33
07/11/2022,144.87,31.46,162.88,264.51,3854.43,76.95,174.36
07/08/2022,147.04,31.79,170.88,267.66,3899.38,79.35,175.5
07/07/2022,146.35,31.86,172.19,268.4,3902.62,79.3,176.64
07/06/2022,142.92,30.98,169.77,266.21,3845.08,75.35,172.73
07/05/2022,141.56,31.24,168.19,262.85,3831.39,75.2,172.2
07/01/2022,138.93,31.56,160.03,259.58,3825.33,73.67,168.2
06/30/2022,136.72,31.13,161.25,256.83,3785.38,76.47,165.04
06/29/2022,139.23,31.86,163.94,260.26,3818.83,77.99,170.61
06/28/2022,137.44,32.26,160.68,256.48,3821.55,80.78,171.46
06/27/2022,141.66,32.35,169.49,264.89,3900.11,86.16,181.31
06/24/2022,141.66,32.31,170.16,267.7,3911.74,87.08,185.92
06/23/2022,138.27,32.08,158.75,258.86,3795.73,82.43,173.05
06/22/2022,135.35,32.6,155.85,253.13,3759.89,83.75,167.45
06/21/2022,135.87,32.85,157.05,253.74,3764.79,83.79,166.83
06/17/2022,131.56,31.92,163.74,247.65,3674.84,81.57,163.26
06/16/2022,130.06,31.85,160.87,244.97,3666.77,82.05,159.85
06/15/2022,135.43,32.05,169.35,251.76,3789.99,89.3,168.55
06/14/2022,132.76,31.46,163.73,244.49,3735.48,86.99,164.45
06/13/2022,131.88,32.02,164.26,242.26,3749.63,86.99,166.03
06/10/2022,137.13,33.17,175.57,252.99,3900.86,94.82,178.45
06/09/2022,142.64,34.51,184.0,264.79,4017.82,98.8,187.11
06/08/2022,147.96,35.89,196.64,270.41,4115.77,101.9,189.19
06/07/2022,148.71,36.35,195.65,272.5,4160.68,105.28,187.15
06/06/2022,146.14,36.15,194.25,268.75,4121.43,105.65,182.87
06/03/2022,145.38,36.19,190.78,270.02,4108.54,106.3,184.91
06/02/2022,151.21,36.7,198.86,274.58,4176.82,108.59,188.4
06/01/2022,148.71,36.67,188.64,272.42,4101.23,101.22,176.07
05/31/2022,148.84,37.2,193.64,271.87,4132.15,101.86,160.24
05/27/2022,149.64,37.02,195.13,273.24,4158.24,102.26,165.1
05/26/2022,143.78,36.67,191.63,265.9,4057.84,98.75,162.46
05/25/2022,140.52,35.84,183.83,262.52,3978.73,92.65,159.65
05/24/2022,140.36,35.65,181.28,259.62,3941.48,91.16,156.93
05/23/2022,143.11,35.87,196.23,260.65,3973.75,95.07,160.32
05/20/2022,137.59,33.86,193.54,252.56,3901.36,93.5,159.65
05/19/2022,137.35,34.45,191.29,253.14,3900.79,96.67,155.6
05/18/2022,140.82,34.88,192.24,254.08,3923.68,96.28,157.33
05/17/2022,149.24,35.99,202.62,266.82,4088.85,102.47,163.73
05/16/2022,145.54,34.81,200.04,261.5,4008.01,94.24,164.12
05/13/2022,147.11,35.17,198.62,261.12,4023.89,95.12,166.91
05/12/2022,142.56,35.07,191.24,255.35,3930.08,87.06,160.42
05/11/2022,146.5,35.57,188.74,260.55,3935.18,87.92,161.27
05/10/2022,154.51,35.76,197.65,269.5,4001.05,88.73,167.15
05/09/2022,152.06,36.37,196.21,264.58,3991.24,86.36,163.6
05/06/2022,157.28,37.45,203.77,274.73,4123.34,95.34,169.7
05/05/2022,156.77,37.54,208.28,277.35,4146.87,93.87,172.3
05/04/2022,166.02,38.62,223.41,289.98,4300.17,99.42,185.48
05/03/2022,159.48,37.13,212.03,281.78,4175.48,91.13,178.36
05/02/2022,157.96,36.14,211.13,284.47,4155.38,89.84,177.57
04/29/2022,157.65,35.68,200.47,277.52,4131.93,85.52,175.94
04/28/2022,163.64,36.81,205.73,289.63,4287.5,89.64,185.74
04/27/2022,156.57,36.25,174.95,283.22,4183.96,84.91,174.68
04/26/2022,156.8,36.45,180.95,270.22,4175.2,85.16,170.08
04/25/2022,162.88,37.29,186.99,280.72,4296.12,90.69,174.57
04/22/2022,161.79,37.56,184.11,274.03,4271.78,88.14,171.43
04/21/2022,166.42,38.91,188.07,280.81,4393.66,89.85,177.23
04/20/2022,167.23,39.66,200.42,286.36,4459.45,94.02,186.23
04/19/2022,167.4,39.57,217.31,285.3,4462.21,96.93,191.39
04/18/2022,165.07,38.85,210.77,280.52,4391.69,93.89,187.01
04/14/2022,165.29,37.57,210.18,279.83,4392.59,93.06,189.41
04/13/2022,170.4,38.82,214.99,287.62,4446.59,97.74,195.72
04/12/2022,167.66,39.17,214.14,282.06,4397.45,95.1,194.81
04/11/2022,165.75,39.59,216.46,285.26,4412.53,97.37,195.45
04/08/2022,170.09,39.67,222.33,296.97,4488.28,101.0,197.17
04/07/2022,172.14,39.39,222.95,301.37,4500.21,103.72,200.16
04/06/2022,171.83,39.7,223.3,299.5,4481.15,103.67,200.82
04/05/2022,175.06,40.14,231.84,310.88,4525.12,106.82,210.14
04/04/2022,178.44,40.83,233.89,314.97,4582.64,110.53,218.85
04/01/2022,174.31,40.9,224.85,309.42,4545.86,108.19,212.25
03/31/2022,174.61,41.22,222.36,308.31,4530.41,109.34,212.32
03/30/2022,177.77,43.0,227.85,313.86,4602.45,119.22,214.94
03/29/2022,178.96,43.44,229.86,315.41,4631.6,123.23,221.29
03/28/2022,175.6,43.55,223.59,310.7,4575.52,120.24,215.28
03/25/2022,174.72,43.73,221.82,303.68,4543.06,119.67,211.03
03/24/2022,174.07,43.07,219.57,304.1,4520.16,120.53,213.98
03/23/2022,170.21,43.09,213.46,299.49,4456.24,113.92,211.11
03/22/2022,168.82,44.18,216.65,304.06,4511.61,114.78,218.21
03/21/2022,165.38,42.84,211.49,299.16,4461.18,115.92,213.72
03/18/2022,163.98,42.9,216.49,300.43,4463.12,113.46,218.8
03/17/2022,160.62,43.03,207.84,295.22,4411.67,111.69,210.41
03/16/2022,159.59,42.8,203.63,294.39,4357.86,115.37,205.57
03/15/2022,155.09,41.5,192.03,287.15,4262.45,109.33,196.14
03/14/2022,150.62,41.2,186.63,276.44,4173.11,102.25,193.12
03/11/2022,154.73,40.33,187.61,280.07,4204.31,104.29,197.9
03/10/2022,158.52,40.67,195.21,285.59,4259.52,106.46,200.15
03/09/2022,162.95,41.04,198.5,288.5,4277.88,111.05,203.16
03/08/2022,157.44,38.59,190.29,275.85,4170.7,105.53,192.08
03/07/2022,159.3,38.34,187.47,278.91,4201.09,102.95,196.23
03/04/2022,163.17,40.95,200.06,289.86,4328.87,108.41,203.01
03/03/2022,166.23,42.49,202.97,295.92,4363.49,111.98,204.75
03/02/2022,166.56,43.16,208.11,300.19,4386.54,118.28,210.39
03/01/2022,163.2,42.47,203.49,294.95,4306.26,113.83,208.89
02/28/2022,165.12,44.2,211.03,298.79,4373.94,123.34,210.53
02/25/2022,164.85,45.02,210.48,297.31,4384.65,121.06,208.09
02/24/2022,162.74,43.6,207.6,294.59,4288.7,116.61,204.29
02/23/2022,160.07,44.78,198.45,280.27,4225.5,109.76,190.54
02/22/2022,164.32,45.56,202.08,287.72,4304.76,115.65,195.13
02/18/2022,167.3,45.96,206.16,287.93,4348.87,113.83,196.84
02/17/2022,168.88,46.07,207.71,290.73,4380.26,112.37,200.03
02/16/2022,172.55,47.68,216.54,299.5,4475.01,117.69,211.74
02/15/2022,172.79,47.79,221.0,300.47,4471.07,121.47,214.25
02/14/2022,168.88,47.42,217.7,295.0,4401.67,114.27,206.4
02/11/2022,168.64,47.92,219.55,295.04,4418.64,113.18,207.9
02/10/2022,172.12,49.05,228.07,302.38,4504.08,125.77,217.67
02/09/2022,176.28,49.28,232.0,311.21,4587.18,132.85,222.04
02/08/2022,174.83,49.38,220.18,304.56,4521.54,128.23,217.43
02/07/2022,171.66,48.51,224.91,300.95,4483.87,123.67,216.97
02/04/2022,172.39,48.28,237.09,305.94,4500.53,123.6,219.23
02/03/2022,172.9,46.43,237.76,301.25,4477.44,120.08,212.77
02/02/2022,175.84,46.89,323.0,313.46,4589.38,122.76,225.01
02/01/2022,174.61,46.94,319.0,308.76,4546.54,116.78,232.12
01/31/2022,174.78,46.14,313.26,310.98,4515.55,114.25,232.63
01/28/2022,170.33,45.87,301.71,308.26,4431.85,105.24,222.13
01/27/2022,159.22,45.47,294.64,299.84,4326.51,102.6,212.74
01/26/2022,159.69,45.9,294.63,296.71,4349.93,110.71,211.0
01/25/2022,159.78,45.43,300.15,288.49,4356.45,111.13,215.39
01/24/2022,161.62,44.55,308.71,296.37,4410.13,116.53,223.03
01/21/2022,162.41,44.92,303.17,296.03,4397.94,118.81,218.63
01/20/2022,164.51,45.75,316.56,301.6,4482.73,121.89,222.94
01/19/2022,166.23,46.44,319.59,303.33,4532.76,128.27,226.27
01/18/2022,169.8,46.26,318.15,302.65,4577.11,131.93,226.06
01/14/2022,173.07,47.91,331.9,310.2,4662.85,136.88,231.23
01/13/2022,172.19,48.76,326.48,304.8,4659.03,132.74,228.63
01/12/2022,175.53,48.86,333.26,318.27,4726.35,137.47,237.83
01/11/2022,175.08,49.21,334.37,314.98,4713.07,137.31,234.84
01/10/2022,172.19,48.93,328.07,314.27,4670.29,132.0,229.63
01/07/2022,172.17,49.18,331.79,314.04,4677.03,132.0,228.31
01/06/2022,172.0,48.13,332.46,313.88,4696.05,136.23,229.15
01/05/2022,174.92,47.18,324.17,316.38,4700.58,136.15,227.67
01/04/2022,179.7,47.99,336.53,329.01,4793.54,144.42,248.23
01/03/2022,182.01,46.18,338.54,334.75,4796.56,150.24,255.46
12/31/2021,177.57,44.49,336.35,336.32,4766.18,143.9,254.13
12/30/2021,178.2,44.53,344.36,339.32,4778.73,145.15,255.33
12/29/2021,179.38,44.63,342.94,341.95,4793.06,148.26,254.54
12/28/2021,179.29,44.7,346.22,341.25,4786.35,153.15,255.45
12/27/2021,180.33,44.64,346.18,342.45,4791.19,154.36,258.3
12/23/2021,176.28,44.42,335.24,334.69,4725.79,146.14,253.14
12/22/2021,175.64,44.28,330.45,333.2,4696.56,143.88,252.8
12/21/2021,172.99,44.19,334.2,327.29,4649.23,144.25,252.55
12/20/2021,169.75,43.16,325.45,319.91,4568.02,135.8,247.21
12/17/2021,171.14,43.88,333.79,323.8,4620.64,137.75,252.93
12/16/2021,172.26,45.0,334.9,324.9,4668.67,138.64,253.12
12/15/2021,179.3,43.94,341.66,334.65,4709.85,146.5,260.04
12/14/2021,174.33,44.13,333.74,328.34,4634.09,135.6,255.59
12/13/2021,175.74,43.58,334.49,339.4,4668.97,133.8,265.76
12/10/2021,179.45,44.52,329.75,342.54,4712.02,138.55,266.03
12/09/2021,174.56,44.49,329.82,333.1,4667.45,138.1,264.32
12/08/2021,175.08,44.16,330.56,334.97,4701.21,145.24,266.31
12/07/2021,171.18,44.71,322.81,334.92,4686.75,144.85,266.99
12/06/2021,165.32,44.15,317.87,326.19,4591.67,139.06,258.75
12/03/2021,161.84,43.87,306.84,323.01,4538.43,144.01,258.32
12/02/2021,163.76,44.89,310.39,329.49,4577.1,150.68,261.2
12/01/2021,164.77,43.84,310.6,330.08,4513.04,149.11,251.5
11/30/2021,165.3,44.47,324.46,330.59,4567.0,158.37,284.96
11/29/2021,160.24,45.59,338.03,336.63,4655.27,161.91,296.74
11/26/2021,156.81,45.76,333.12,329.68,4594.62,154.81,284.21
11/24/2021,161.94,47.63,341.06,337.91,4701.46,157.8,289.17
11/23/2021,161.41,47.5,337.25,337.68,4690.7,149.92,291.42
11/22/2021,161.02,46.28,341.01,339.83,4682.94,152.52,296.84
11/19/2021,160.55,45.4,345.3,343.11,4697.96,155.41,301.17
11/18/2021,157.87,46.32,338.69,341.27,4704.54,155.02,302.99
11/17/2021,153.49,46.51,340.77,339.12,4688.67,151.34,308.02
11/16/2021,151.0,47.08,342.96,339.51,4700.9,152.45,307.09
11/15/2021,150.0,47.05,347.56,336.07,4682.8,146.49,305.49
11/12/2021,149.99,46.91,340.89,336.72,4682.85,147.89,306.65
11/11/2021,147.87,47.49,327.74,332.43,4649.27,146.01,302.98
11/10/2021,147.92,47.23,327.64,330.8,4646.71,139.87,299.67
11/09/2021,150.81,46.88,335.37,335.95,4685.25,148.92,309.71
11/08/2021,150.44,47.34,338.62,336.99,4701.7,150.16,309.96
11/05/2021,151.28,46.97,341.13,336.06,4697.53,136.34,307.25
11/04/2021,150.96,47.33,335.85,336.44,4680.06,137.5,308.04
11/03/2021,151.49,48.37,331.62,334.0,4660.57,130.53,302.89
11/02/2021,150.02,47.88,328.08,333.13,4630.65,127.63,302.95
11/01/2021,148.96,47.85,329.98,329.37,4613.67,125.23,302.76
10/29/2021,149.8,47.78,323.57,331.62,4605.38,120.23,299.69
10/28/2021,152.57,47.78,316.92,324.35,4596.42,121.16,298.38
10/27/2021,148.85,47.04,312.22,323.17,4551.68,122.28,295.15
10/26/2021,149.32,47.96,315.81,310.11,4574.79,122.93,295.11
10/25/2021,148.64,47.51,328.69,308.13,4566.48,122.36,293.92
10/22/2021,148.69,47.57,324.61,309.16,4544.9,119.82,292.56
10/21/2021,149.48,46.83,341.88,310.76,4549.78,119.33,289.81
10/20/2021,149.26,47.09,340.78,307.41,4536.19,116.39,290.09
10/19/2021,148.76,46.48,339.99,308.23,4519.63,116.33,292.34
10/18/2021,146.55,46.28,335.34,307.29,4486.46,116.43,291.7
10/15/2021,144.84,46.37,324.76,304.21,4471.37,112.12,291.66
10/14/2021,143.76,45.07,328.53,302.75,4438.26,111.99,290.02
10/13/2021,140.91,43.14,324.54,296.31,4363.8,109.16,284.41
10/12/2021,141.51,43.54,323.77,292.88,4350.65,105.04,279.0
10/11/2021,142.81,43.78,325.45,294.23,4361.19,104.68,273.75
10/08/2021,142.9,44.34,330.05,294.85,4391.34,105.06,272.48
10/07/2021,143.29,44.12,329.22,294.85,4399.76,106.45,274.58
10/06/2021,142.0,44.24,333.64,293.11,4363.55,103.64,275.27
10/05/2021,141.11,44.22,332.96,288.76,4345.72,101.81,271.77
10/04/2021,139.14,43.34,326.23,283.11,4300.46,100.34,270.86
10/01/2021,142.65,43.08,343.01,289.1,4357.04,102.45,275.26
09/30/2021,141.5,42.45,339.39,281.92,4307.54,102.9,271.22
09/29/2021,142.83,43.07,339.61,284.0,4359.46,100.35,270.5
09/28/2021,141.91,43.16,340.65,283.52,4352.63,101.52,272.28
09/27/2021,145.37,43.26,353.58,294.17,4443.11,108.16,279.68
09/24/2021,146.92,42.14,352.96,299.35,4455.48,105.8,285.63
09/23/2021,146.83,41.69,345.96,299.56,4448.98,106.15,277.86
09/22/2021,145.85,40.14,343.21,298.58,4395.64,104.38,259.17
09/21/2021,143.43,39.13,357.48,294.8,4354.19,102.82,257.97
09/20/2021,142.94,39.11,355.7,294.3,4357.73,101.55,258.22
09/17/2021,146.06,40.5,364.72,299.87,4432.99,103.88,260.53
09/16/2021,148.79,40.45,373.06,305.22,4473.75,106.22,260.36
09/15/2021,149.03,40.14,373.92,304.82,4480.7,105.6,256.16
09/14/2021,148.12,39.84,376.53,299.79,4443.05,105.73,254.37
09/13/2021,149.55,40.94,376.51,296.99,4468.73,104.8,254.11
09/10/2021,148.97,40.27,378.69,295.71,4458.58,105.2,257.2
09/09/2021,154.07,40.93,378.0,297.25,4493.28,106.15,260.74
09/08/2021,155.11,40.78,377.57,300.21,4514.07,106.17,262.62
09/07/2021,156.69,41.32,382.18,300.18,4520.03,109.15,265.21
09/03/2021,154.3,41.05,376.26,301.14,4535.43,109.92,267.08
09/02/2021,153.65,41.02,375.28,301.15,4536.95,109.2,264.15
09/01/2021,152.51,41.19,382.05,301.83,4524.09,109.99,268.32
08/31/2021,151.83,41.75,379.38,301.88,4522.68,110.72,265.27
08/30/2021,153.12,41.66,380.66,303.59,4528.79,111.32,264.97
08/27/2021,148.6,42.49,372.63,299.72,4509.37,111.4,266.53
08/26/2021,147.54,42.04,364.38,299.09,4470.0,107.27,267.79
08/25/2021,148.36,42.15,368.39,302.01,4496.19,108.3,260.85
08/24/2021,149.62,41.48,365.51,302.62,4486.23,107.65,259.66
08/23/2021,149.71,40.91,363.35,304.65,4479.53,108.77,260.52
